Move_ID,Line_ID,Slot,Name,Name_S1,Name_S2,Name_S3,Power_S1,Power_S2,Power_S3,Cooldown,Effect_S1,Effect_S2,Effect_S3,Synergy,Anti,VFX_Description,Targets,Level_Learned,Level_Upgrade_V2,Level_Upgrade_V3
M-WISPMAW-2,WISPMAW,2,Flash of the False Beacon,Lure Flick,Lure Flash,Flash of the False Beacon,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,The glowing lure snaps forward like a fishing cast.,enemy,1,27,50
M-WISPMAW-3,WISPMAW,3,Light That Binds the Will,Mesmer Light,Mesmeric Light,Light That Binds the Will,0,0,0,2,"Transfixed: target -1 Speed stage, 1t.","Transfixed: target -2 Speed stages, 2t.","Transfixed: target -2 Speed stages, 2t.",-,Duration doubled vs Insect targets.,The lure pulses in a rhythm the target's eyes cannot leave.,enemy,14,27,50
M-WISPMAW-4,WISPMAW,4,Lantern of the Never-Found,Lost Lantern,Lantern of the Lost,Lantern of the Never-Found,0,0,0,3,"Transfixed: target -1 Speed stage, 1t.","Transfixed: target -2 Speed stages, 2t; target -10% Attack, 2t.","Transfixed: target -2 Speed stages, 2t; target -15% Attack, 2t.",-,-,"Dozens of false lights kindle across the bog, all leading nowhere good.",enemy,20,27,50
M-GRENDEL-1,GRENDEL,1,Fenbreaker Cataclysm,Fen Blow,Fenbreaker,Fenbreaker Cataclysm,95,130,160,3,"Damage; Bogged: target -1 Speed stage, 1t.","Damage; Bogged: target -1 Speed stage, 2t.","Damage; Bogged: target -1 Speed stage, 2t.",-,-,"The salamander erupts from below, dragging half the fen with it.",enemy,17,23,45
M-GRENDEL-2,GRENDEL,2,Maul of the Black Fen,Marsh Maul,Mire Maul,Maul of the Black Fen,50,65,80,0,Damage only.,Damage only.,Damage only.,-,-,A mud-slick forearm swats with hippo weight.,enemy,1,23,45
M-GRENDEL-3,GRENDEL,3,Shrug Off the Feeders,Parasite Shrug,Leech Shrug,Shrug Off the Feeders,0,0,0,2,Cleanse 1 self debuff (no transfer to target).,Transfer 1 debuff from self to the target.,Transfer 1 debuff from self to the target.,-,-,The flank-parasites migrate off Grendel and onto someone else.,enemy+self,6,23,45
M-GRENDEL-4,GRENDEL,4,Terror Beneath the Fen,Bog Lurk,Fen Lurk,Terror Beneath the Fen,0,0,0,2,"+20% Defense (self, 2t).","+25% Defense (self, 2t); user's next attack deals +25% more.","+30% Defense (self, 2t); user's next attack deals +30% more.",-,-,Grendel sinks to eye-level in the mire and goes still.,self,12,23,45
M-DRAUGR-1,DRAUGR,1,Dragged to the Deep,Cold Pull,Take You Under,Dragged to the Deep,70,95,120,4,Damage; +20% more vs targets with a reduced Speed stage.,Damage; +30% more vs targets with a reduced Speed stage.,Damage; +40% more vs targets with a reduced Speed stage.,-,+30% damage vs Beast targets.,Hands — many more than two — reach up from the waterline.,enemy,21,28,51
M-DRAUGR-2,DRAUGR,2,Grip of the Drowned,Cold Grip,Drowned Grip,Grip of the Drowned,30,40,50,0,Damage only.,"Damage; Chilled: target -1 Speed stage, 1t.","Damage; Chilled: target -1 Speed stage, 1t.",-,-,A waterlogged hand closes; the cold spreads from its print.,enemy,1,28,51
M-DRAUGR-3,DRAUGR,3,Neither Shore,Half-Here,Half-Departed,Neither Shore,0,0,0,2,Next hit taken -25%.,Next 2 hits taken -30%.,Next 2 hits taken -35%.,-,-,The draugr thins to a suggestion; the bog shows through it.,self,7,28,51
M-DRAUGR-4,DRAUGR,4,Memory of Drowning,Wet Memory,Drowned Memory,Memory of Drowning,0,0,0,2,"Weight of Water: target -10% Attack, 1t.","Weight of Water: target -10% Attack, 2t.","Weight of Water: target -15% Attack, 2t.",-,-,The target's limbs move as if underwater; bubbles rise from dry ground.,enemy,14,28,51
M-GALLOWVINE-1,GALLOWVINE,1,Harvest of Marionettes,String Pull,Marionette Harvest,Harvest of Marionettes,95,130,160,4,Damage; +20% more vs targets with Vinegrip.,Damage; +30% more vs targets with Vinegrip.,Damage; +40% more vs targets with Vinegrip.,-,-,Every strung corpse on the vine-network pulls one string at once.,enemy,21,28,52
M-GALLOWVINE-2,GALLOWVINE,2,Gallows Growth,Strangling Growth,Choking Growth,Gallows Growth,50,65,80,1,"Damage; Vinegrip: target -1 Speed stage, 1t.","Damage; Vinegrip: target -1 Speed stage, 2t.","Damage; Vinegrip: target -1 Speed stage, 2t.",-,-,Green shoots visibly lengthen as they wind up the target's legs.,enemy,7,28,52
M-GALLOWVINE-3,GALLOWVINE,3,Hangman's Tendril,Tendril Snap,Tendril Lash,Hangman's Tendril,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,"A vine cracks like a whip, trailing grave-soil.",enemy,1,28,52
M-GALLOWVINE-4,GALLOWVINE,4,Dance of the Hanged,Puppet Corpse,Corpse Puppet,Dance of the Hanged,0,0,0,2,"Self +10% Attack, 2t.","Undead allies +20% Attack, 2t; if no Undead ally, self +10% Attack, 2t.","Undead allies +25% Attack, 2t; if no Undead ally, self +15% Attack, 2t.",(This move IS the synergy: Undead-focused buff.),-,A vine-strung carcass rises and mimes the allies' stances.,ally+self,14,28,52
M-MIREMOTHER-1,MIREMOTHER,1,What Waits Beneath,Mud Stir,What Lies Beneath,What Waits Beneath,95,130,160,4,"Damage; Dragged Down: target -1 Speed stage, 1t.","Damage; Dragged Down: target -2 Speed stages and -10% Defense, 2t.","Damage; Dragged Down: target -2 Speed stages and -15% Defense, 2t.",-,-,The visible mother doesn't move. Something much larger under her does.,enemy,23,31,54
M-MIREMOTHER-2,MIREMOTHER,2,Broodmother's Backhand,Brood Slap,Brood Swipe,Broodmother's Backhand,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A webbed hand the size of a door pats the target flat.,enemy,1,31,54
M-MIREMOTHER-3,MIREMOTHER,3,Milk of the Black Mire,Mother's Milk,Mire Milk,Milk of the Black Mire,0,0,0,3,Heal one ally 20% max HP.,Heal one ally 25% max HP.,Heal one ally 30% max HP.,Amphibian allies are healed 15% more.,-,Pale bog-milk wells up and closes over the ally like balm.,ally,16,31,54
M-MIREMOTHER-4,MIREMOTHER,4,Tide of a Thousand Spawn,Spawn Tide,Brood Tide,Tide of a Thousand Spawn,0,0,0,2,"One ally +10% Attack and +10% Defense, 1t.","All allies +10% Attack and +10% Defense, 1t.","All allies +15% Attack and +15% Defense, 1t.",Horror allies gain +25%/+25% instead.,-,Ten thousand tadpole-things surface at once and push the team forward.,ally,8,31,54
M-CENOTAPH-1,CENOTAPH,1,End Without a Name,Fading Touch,Nameless End,End Without a Name,95,130,160,4,Damage; +25% more vs targets with no active buffs.,Damage; +40% more vs targets with no active buffs.,Damage; +50% more vs targets with no active buffs.,-,-,"The absence closes its hand. Where the target was brightest, nothing.",enemy,23,30,53
M-CENOTAPH-2,CENOTAPH,2,Touch of Absence,Absent Touch,Hollow Touch,Touch of Absence,30,40,50,0,Damage only.,Damage; ignores 10% of target Defense.,Damage; ignores 15% of target Defense.,-,-,The mist-figure's hand passes through armor as if it were rumor.,enemy,1,30,53
M-CENOTAPH-3,CENOTAPH,3,Erased From Record,Unwritten,Unwritten Fate,Erased From Record,0,0,0,3,Remove 1 buff from the target.,Remove up to 2 buffs from the target.,Remove all buffs from the target.,-,-,The figure gestures; the target's advantages simply stop having happened.,enemy,15,30,53
M-CENOTAPH-4,CENOTAPH,4,Shroud of the Unremembered,Mourning Veil,Veil of Mourning,Shroud of the Unremembered,0,0,0,2,"One ally takes -20% damage, 1t.","All allies take -20% damage, 1t.","All allies take -25% damage, 1t.",Undead allies take -40% damage instead.,-,Grey mist thickens around the team into a standing shroud.,ally,8,30,53
M-GLOOMCAP-1,GLOOMCAP,1,Sporefall Blight,Spore Drift,Sporefall,Sporefall Blight,50,65,80,3,"Damage; Spinning: target -1 Speed stage and -5% Attack, 1t.","Damage; Spinning: target -1 Speed stage and -5% Attack, 3t.","Damage; Spinning: target -1 Speed stage and -10% Attack, 3t.",-,-,The cave ceiling releases a slow snowfall of glowing spores.,enemy,15,20,43
M-GLOOMCAP-2,GLOOMCAP,2,Mycothump Crush,Cap Thump,Cap Slam,Mycothump Crush,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,"The mushroom headbutts, cap-first, with a dull drumbeat.",enemy,1,20,43
M-GLOOMCAP-3,GLOOMCAP,3,Spores of Spinning Dark,Vertigo Spores,Dizzying Spores,Spores of Spinning Dark,0,0,0,2,"Spinning: target -1 Speed stage, 1t.","Spinning: target -1 Speed stage and -5% Attack, 2t.","Spinning: target -1 Speed stage and -10% Attack, 2t.",-,-,Motes drift up under the target's face; its footing goes wrong.,enemy,5,20,43
M-GLOOMCAP-4,GLOOMCAP,4,Wall of Creeping Rot,Mycowall,Fungal Wall,Wall of Creeping Rot,0,0,0,2,"+25% Defense (self, 2t).","+30% Defense (self, 2t).","+35% Defense (self, 2t).","Fungal allies gain +15% Defense, 2t.",-,Shelf-fungus plates fan out of the cap in overlapping rows.,self,10,20,43
M-INKMANTLE-1,INKMANTLE,1,Flood of Forgetting,Ink Splash,Memory Flood,Flood of Forgetting,70,95,120,3,Damage; +20% more vs targets with Forgetting.,Damage; +30% more vs targets with Forgetting.,Damage; +40% more vs targets with Forgetting.,-,-,The ink cloud collapses inward; the target visibly loses the thread.,enemy,16,21,44
M-INKMANTLE-2,INKMANTLE,2,Manyarm Onslaught,Tentacle Slap,Tentacle Lash,Manyarm Onslaught,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,"A casual, heavy slap that leaves an ink handprint.",enemy,1,21,44
M-INKMANTLE-3,INKMANTLE,3,Ink of Oblivion,Lethean Ink,Ink of Lethe,Ink of Oblivion,0,0,0,2,"Forgetting: target -10% Attack, 1t.","Forgetting: target -10% Attack, 2t; the target's buffs expire 1 turn sooner.","Forgetting: target -15% Attack, 2t; the target's buffs expire 1 turn sooner.",-,-,"Black ink that spreads upstream, against the current, toward the eyes.",enemy,6,21,44
M-INKMANTLE-4,INKMANTLE,4,Vanish in Black Water,Jet Retreat,Ink Jet Retreat,Vanish in Black Water,0,0,0,2,"+25% Defense (self, 1t).","+30% Defense (self, 1t); cleanse 1 debuff.","+40% Defense (self, 1t); cleanse 1 debuff.",-,-,"One pulse of the mantle and the octopus is elsewhere, calmer.",self,11,21,44
M-VEINMOLD-1,VEINMOLD,1,Colonization Absolute,First Spore,Total Colonization,Colonization Absolute,50,65,80,4,"Damage; Puppeted Nerves: target -10% Attack and -1 Speed stage, 1t.","Damage; Puppeted Nerves: target -10% Attack and -1 Speed stage, 3t.","Damage; Puppeted Nerves: target -15% Attack and -1 Speed stage, 3t.",-,+40% damage vs Insect targets.,"The mold blooms from the target's own joints, moving them wrongly.",enemy,18,24,46
M-VEINMOLD-2,VEINMOLD,2,Lash of Creeping Veins,Spore Lash,Mold Lash,Lash of Creeping Veins,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A fruiting tendril flicks a line of dust across the target.,enemy,1,24,46
M-VEINMOLD-3,VEINMOLD,3,Threading of the Mind,Neural Threading,Nerve Threading,Threading of the Mind,0,0,0,2,"Puppeted Nerves: target -10% Attack, 1t.","Puppeted Nerves: target -10% Attack and -1 Speed stage, 2t.","Puppeted Nerves: target -15% Attack and -1 Speed stage, 2t.",-,-,Fine white filaments crawl visibly under the target's skin.,enemy,6,24,46
M-VEINMOLD-4,VEINMOLD,4,Bloom of the Willing Host,Symbiotic Bloom,Parasitic Bloom,Bloom of the Willing Host,0,0,0,2,"One ally +10% Attack, 2t.","One ally +15% Attack, 2t.","One ally +20% Attack, 2t.",Fungal allies gain +35% Attack instead.,-,"A soft bracket of fungus flowers on the ally's shoulder, feeding it.",ally,12,24,46
M-SIBYL-1,SIBYL,1,The Inevitable Future,Foretold Blow,Inevitable Future,The Inevitable Future,70,95,120,3,Damage; +20% more vs targets with Foreseen.,Damage; +30% more vs targets with Foreseen.,Damage; +40% more vs targets with Foreseen.,-,+30% damage vs Void targets.,The strike arrives exactly where the target was always going to be.,enemy,18,24,47
M-SIBYL-2,SIBYL,2,Chime of the Oracle Shell,Shell Chime,Oracle Chime,Chime of the Oracle Shell,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,"The nautilus shell rings one clear, wrong-feeling note.",enemy,1,24,47
M-SIBYL-3,SIBYL,3,Vision of the Final Hour,Glimpse the End,See the End,Vision of the Final Hour,0,0,0,2,Foreseen: target -20% damage.,Foreseen: the target's next attack deals -25% damage.,Foreseen: the target's next attack deals -30% damage.,-,-,"The target sees, for an instant, exactly how this goes for it.",enemy,6,24,47
M-SIBYL-4,SIBYL,4,Ward of Written Fate,Prophecy Ward,Foresight Ward,Ward of Written Fate,0,0,0,2,One ally's next hit taken -25%.,One ally's next hit taken -30%.,One ally's next hit taken -40%.,Spectral allies: the ward repeats once more.,-,"A spiral of faint futures winds around the ally, deflecting the worst one.",ally,12,24,47
M-VERTIGO-1,VERTIGO,1,Horror Unfolding,Odd Unfold,Unfolding Horror,Horror Unfolding,95,130,160,3,Damage only.,Damage only.,Damage only.,-,+35% damage vs Aquatic targets.,"The body opens like a puzzle-box of limbs, then closes on the target.",enemy,19,25,48
M-VERTIGO-2,VERTIGO,2,Skitter Past Reason,Skitterflank,Flankskitter,Skitter Past Reason,70,95,120,2,Damage; ignores 10% of target Defense.,Damage; ignores 15% of target Defense.,Damage; ignores 20% of target Defense.,-,-,The strike comes from a direction that shouldn't have existed.,enemy,7,25,48
M-VERTIGO-3,VERTIGO,3,Lunge of Too Many Joints,Jointed Lunge,Manyjoint Lunge,Lunge of Too Many Joints,30,40,50,0,Damage only.,Damage; +15% more if user acted before the target this turn.,Damage; +20% more if user acted before the target this turn.,-,-,Too many elbows unfold at once; the reach is wrong.,enemy+self,1,25,48
M-VERTIGO-4,VERTIGO,4,Geometry of Madness,Wrong Angles,Impossible Angles,Geometry of Madness,0,0,0,2,"Disoriented: target -10% Attack, 1t.","Disoriented: target -10% Attack, 2t.","Disoriented: target -15% Attack, 2t.","Aberration allies gain +15% Attack, 2t.",-,The crustacean walks a path the eye refuses to follow.,enemy,13,25,48
M-LAMPYRE-1,LAMPYRE,1,Strike From Nowhere,Quick Fade,Vanishing Strike,Strike From Nowhere,70,95,120,3,Damage; +20% more if user acted before the target this turn.,Damage; +30% more if user acted before the target this turn.,Damage; +40% more if user acted before the target this turn.,-,+30% damage vs Aberration targets.,The trace-light goes out. The impact is the only proof of location.,enemy+self,22,29,53
M-LAMPYRE-2,LAMPYRE,2,Blinding Traceflash,Traceflash,Flashtrace,Blinding Traceflash,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A dotted line of light appears; the hit follows it.,enemy,1,29,53
M-LAMPYRE-3,LAMPYRE,3,Trail of False Ghosts,Afterimage Trail,Ghostlight Trail,Trail of False Ghosts,0,0,0,2,Next hit taken -20%.,"Next 2 hits taken -25%; self +1 Speed stage, 1t.","Next 2 hits taken -30%; self +1 Speed stage, 1t.",-,-,The glowing trail loops and doubles back; the body is not where it is.,self,8,29,53
M-LAMPYRE-4,LAMPYRE,4,Wake of the Entranced,Hypnotic Wake,Mesmer Wake,Wake of the Entranced,0,0,0,2,"Trailbound: target -1 Speed stage, 1t.","Trailbound: target -2 Speed stages, 1t.","Trailbound: target -2 Speed stages, 1t.",-,-,The light-trail draws a slow spiral; the target's eyes follow it down.,enemy,15,29,53
M-SPOREWHALE-1,SPOREWHALE,1,Breach of the Sunless Deep,Surface Rise,Breach of the Deep,Breach of the Sunless Deep,95,130,160,4,"Damage; Concussed: target -1 Speed stage, 1t.","Damage; Concussed: target -1 Speed stage, 2t.","Damage; Concussed: target -1 Speed stage, 2t.",-,+30% damage vs Parasite targets.,The fungal leviathan breaches in slow motion and falls forever.,enemy,20,26,49
M-SPOREWHALE-2,SPOREWHALE,2,Leviathan Drift,Bulk Drift,Bulk Ram,Leviathan Drift,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,The whale-mass simply continues through the target's position.,enemy,1,26,49
M-SPOREWHALE-3,SPOREWHALE,3,Ballast of Blooming Rot,Spore Ballast,Ballast Bloom,Ballast of Blooming Rot,0,0,0,2,"+25% Defense (self, 2t).","+30% Defense (self, 2t).","+35% Defense (self, 2t).","Fungal allies gain +15% Defense, 2t.",-,"The body densifies, spore-layers packing like sediment.",self,7,26,49
M-SPOREWHALE-4,SPOREWHALE,4,Purge Through the Baleen,Filter Cleanse,Filter Purge,Purge Through the Baleen,0,0,0,2,cleanse 1 debuff.,One ally cleanses up to 2 debuffs.,One ally cleanses all debuffs.,-,-,The whale inhales the water around the ally; troubles go with it.,ally,13,26,49
M-RIFTANGLER-1,RIFTANGLER,1,Where the Lost Things Go,Gone Fishing,Where It Goes,Where the Lost Things Go,95,130,160,4,Damage; +25% more vs targets with Drawn In.,Damage; +40% more vs targets with Drawn In.,Damage; +50% more vs targets with Drawn In.,-,+30% damage vs Fey targets.,For one frame the target is half through the lure-hole. Then the frame ends.,enemy,20,27,50
M-RIFTANGLER-2,RIFTANGLER,2,Teeth of Torn Space,Spacetooth,Riftooth,Teeth of Torn Space,70,95,120,2,Damage; ignores 10% of target Defense.,Damage; ignores 20% of target Defense.,Damage; ignores 25% of target Defense.,-,-,"The bite closes through the target, armor and all, via somewhere else.",enemy,7,27,50
M-RIFTANGLER-3,RIFTANGLER,3,Snap of the False Star,Riftlure Snap,Riftlure Bite,Snap of the False Star,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,The lure-hole dilates; the jaws arrive from inside it.,enemy,1,27,50
M-RIFTANGLER-4,RIFTANGLER,4,Lure of the Hungry Void,Bait the Hole,Bait the Rift,Lure of the Hungry Void,0,0,0,2,"Drawn In: target -1 Speed stage, 1t.","Drawn In: target -1 Speed stage, 2t; target takes +10% damage from the user, 2t.","Drawn In: target -1 Speed stage, 2t; target takes +15% damage from the user, 2t.",-,-,"The hole in space drifts closer to the target, patiently.",enemy+self,14,27,50
M-MYCELIUM-1,MYCELIUM,1,Sting of the Undernet,Hyphal Sting,Hyphal Lance,Sting of the Undernet,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A single thread rises from the floor and pricks like a needle.,enemy,1,28,51
M-MYCELIUM-2,MYCELIUM,2,The Network Provides All,The Network Feeds,The Network Provides,The Network Provides All,0,0,0,3,Heal one ally 20% max HP.,Heal one ally 25% max HP.,Heal one ally 30% max HP.,Fungal allies are healed 15% more.,-,"Threads surface beneath the ally, delivering what was needed.",ally,14,28,51
M-MYCELIUM-3,MYCELIUM,3,Decay Eternal Renewal,Rot and Renew,Rot Into Renewal,Decay Eternal Renewal,0,0,0,2,"Decomposing: target -10% Defense, 1t.","Decomposing: target -10% Defense, 2t; one ally +10% Attack, 2t.","Decomposing: target -15% Defense, 2t; one ally +15% Attack, 2t.",-,-,The target starts breaking down; an ally visibly draws on the yield.,enemy+ally,7,28,51
M-MYCELIUM-4,MYCELIUM,4,We Were Always Everywhere,We Spread,We Are Elsewhere,We Were Always Everywhere,0,0,0,3,"+30% Defense (self, 1t); cleanse 1 debuff.","+40% Defense (self, 1t); cleanse up to 2 self debuffs.","+50% Defense (self, 1t); cleanse all self debuffs.",-,-,"The fruiting body slumps, hollow — the network was never only here.",self,21,28,51
M-KRAKEN-1,KRAKEN,1,The Deep Awakens,Deep Stir,Wake the Deep,The Deep Awakens,95,130,160,4,Damage; +10% more per debuff on target (max +30%).,Damage; +15% more per debuff on target (max +50%).,Damage; +20% more per debuff on target (max +60%).,-,+30% damage vs Aquatic targets.,The 'cave formation' opens its eye. The water level changes.,enemy,23,31,54
M-KRAKEN-2,KRAKEN,2,Collapse of the Trench,Cavern Collapse,Trench Collapse,Collapse of the Trench,70,95,120,2,"Damage; Pinned: target -10% Defense, 1t.","Damage; Pinned: target -10% Defense, 2t.","Damage; Pinned: target -15% Defense, 2t.",-,-,The kraken pulls the ceiling down; the cave becomes a fist.,enemy,16,31,54
M-KRAKEN-3,KRAKEN,3,Grip of Eight Dooms,Eightfold Grip,Eightarm Grip,Grip of Eight Dooms,50,65,80,1,"Damage; Crushed Slow: target -1 Speed stage, 1t.","Damage; Crushed Slow: target -1 Speed stage, 2t.","Damage; Crushed Slow: target -1 Speed stage, 2t.",-,-,Arms find every limb and joint at once and constrict.,enemy,8,31,54
M-KRAKEN-4,KRAKEN,4,Sweep of the Leviathan,Colossal Sweep,Titanic Sweep,Sweep of the Leviathan,50,65,80,0,Damage only.,Damage only.,Damage only.,-,-,An arm the size of a bridge span clears the space.,enemy,1,31,54
M-CRYSTALWRAITH-1,CRYSTALWRAITH,1,Grief Made Crystal,Grief Shard,Crystallize Grief,Grief Made Crystal,70,95,120,3,"Damage; Vitrified: target -1 Speed stage, 1t.","Damage; Vitrified: target -2 Speed stages and -5% Defense, 1t.","Damage; Vitrified: target -2 Speed stages and -10% Defense, 1t.",-,+35% damage vs Horror targets.,"Sorrow condenses on the target as spreading, weighty glass.",enemy,17,22,45
M-CRYSTALWRAITH-2,CRYSTALWRAITH,2,Prismatic Impalement,Light Lance,Refraction Lance,Prismatic Impalement,50,65,80,1,Damage only.,Damage; ignores 10% of target Defense.,Damage; ignores 15% of target Defense.,-,-,Light bends through the wraith and exits as a solid beam.,enemy,6,22,45
M-CRYSTALWRAITH-3,CRYSTALWRAITH,3,Scattershard Volley,Shardflick,Shard Scatter,Scattershard Volley,30,40,50,0,Damage only.,"Damage; Glass Splinter: target bleeds 2% max HP/turn, 2t.","Damage; Glass Splinter: target bleeds 3% max HP/turn, 2t.",-,-,An orbiting shard snaps out on an invisible thread.,enemy,1,22,45
M-CRYSTALWRAITH-4,CRYSTALWRAITH,4,Orbit of Broken Light,Prism Orbit,Shard Orbit,Orbit of Broken Light,0,0,0,2,Next hit taken -20%.,Next 2 hits taken -25%.,Next 2 hits taken -30%.,-,-,The drifting crystals accelerate into a glittering defensive ring.,self,11,22,45
M-ASHBAT-1,ASHBAT,1,Final Draught,Thin Sip,Deep Draught,Final Draught,95,130,160,3,Damage; user heals 20% of damage dealt; +20% more vs targets with Ashen.,Damage; user heals 30% of damage dealt; +30% more vs targets with Ashen.,Damage; user heals 40% of damage dealt; +40% more vs targets with Ashen.,-,-,The bat drinks until the target's outline goes monochrome.,enemy+self,17,23,46
M-ASHBAT-2,ASHBAT,2,Lifeblood Harvest,Life Sip,Life Drain,Lifeblood Harvest,50,65,80,1,Damage; user heals 25% of damage dealt.,Damage; user heals 40% of damage dealt.,Damage; user heals 50% of damage dealt.,-,-,A visible grey stream flows from target to bat.,enemy+self,6,23,46
M-ASHBAT-3,ASHBAT,3,Cindershroud Bite,Grey Nip,Ashen Bite,Cindershroud Bite,30,40,50,0,Damage; user heals 15% of damage dealt.,Damage; user heals 25% of damage dealt.,Damage; user heals 30% of damage dealt.,-,-,A featherweight bite; colour drains from the point of contact.,enemy+self,1,23,46
M-ASHBAT-4,ASHBAT,4,Wake of Cinders,Grey Wake,Ashen Wake,Wake of Cinders,0,0,0,2,"Ashen: target's healing received -25%, 1t.","Ashen: target's healing received -40%, 2t.","Ashen: target's healing received -50%, 2t.",-,-,The bat's wake settles on the target like fine ash that will not brush off.,enemy,12,23,46
M-GEMBORN-1,GEMBORN,1,Heartstone Annihilation,Core Beam,Heartstone Beam,Heartstone Annihilation,70,95,120,3,Damage only.,Damage only.,Damage only.,-,+35% damage vs Vampiric targets.,The creature aims its own chest; the gem discharges through it.,enemy,20,26,49
M-GEMBORN-2,GEMBORN,2,Facetstorm Assault,Facet Jab,Faceted Jab,Facetstorm Assault,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A crystalline knuckle catches the light on the way in.,enemy,1,26,49
M-GEMBORN-3,GEMBORN,3,Radiance of the First Stone,Core Shine,Core Radiance,Radiance of the First Stone,0,0,0,2,"+20% Defense (self, 2t).","+25% Defense (self, 2t); the next creature to hit the user gains Dazzled: -5% Attack, 1t.","+30% Defense (self, 2t); the next creature to hit the user gains Dazzled: -10% Attack, 1t.",-,-,The heart-gem flares through the body's translucence.,self+enemy,7,26,49
M-GEMBORN-4,GEMBORN,4,Bastion of Living Light,Hardlight Wall,Hardlight Bastion,Bastion of Living Light,0,0,0,2,"One ally takes -20% damage, 1t.","One ally takes -25% damage, 1t.","One ally takes -30% damage, 1t.",Construct allies take -45% damage instead.,-,A pane of projected gemlight snaps into place before the ally.,ally,13,26,49
M-BLOODCARVER-1,BLOODCARVER,1,The Masterpiece,First Cut,Red Portrait,The Masterpiece,95,130,160,3,Damage; +25% more vs targets with Precise Cut.,Damage; +40% more vs targets with Precise Cut.,Damage; +50% more vs targets with Precise Cut.,-,-,The earlier incision was the sketch. This is the finished work.,enemy,20,27,50
M-BLOODCARVER-2,BLOODCARVER,2,Vivisection Stroke,Clean Cut,Surgical Strike,Vivisection Stroke,70,95,120,2,Damage; ignores 10% of target Defense.,Damage; ignores 20% of target Defense.,Damage; ignores 25% of target Defense.,-,-,The blow enters at the one seam the armor cannot cover.,enemy,14,27,50
M-BLOODCARVER-3,BLOODCARVER,3,Anatomist's Incision,Incision,Deep Incision,Anatomist's Incision,30,40,50,0,Damage only.,"Damage; Precise Cut: target bleeds 2% max HP/turn, 2t.","Damage; Precise Cut: target bleeds 3% max HP/turn, 2t.",-,-,"One clean line, placed exactly where intended.",enemy,1,27,50
M-BLOODCARVER-4,BLOODCARVER,4,Arterial Cartography,Vein Trace,Arterial Map,Arterial Cartography,0,0,0,1,"Marked Veins: +15% more to the target, 2t.","Marked Veins: user deals +20% more to the target, 2t.","Marked Veins: user deals +25% more to the target, 2t.",-,-,Faint red lines glow through the target's skin — a diagram only it can read.,enemy+self,7,27,50
M-SHATTERSPECTER-1,SHATTERSPECTER,1,Reassembled All Wrong,Wrong Fit,Reassembled Wrong,Reassembled All Wrong,95,130,160,4,"Damage; Wrong Geometry: target -10% Attack, 1t.","Damage; Wrong Geometry: target -10% Attack and -5% Defense, 2t.","Damage; Wrong Geometry: target -15% Attack and -10% Defense, 2t.",-,+30% damage vs Construct targets.,"The specter rebuilds itself around the target, briefly, incorrectly.",enemy,21,28,51
M-SHATTERSPECTER-2,SHATTERSPECTER,2,Assault of Broken Pieces,Piecewise Assault,Piecemeal Assault,Assault of Broken Pieces,50,65,80,1,Damage as 2 hits.,Damage as 4 hits.,Damage as 4 hits.,-,-,"Each fragment attacks separately, from four directions.",enemy,7,28,51
M-SHATTERSPECTER-3,SHATTERSPECTER,3,Slash of Shattered Selves,Fragment Swipe,Fragment Slash,Slash of Shattered Selves,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A disconnected hand crosses the space between its pieces.,enemy,1,28,51
M-SHATTERSPECTER-4,SHATTERSPECTER,4,Come Apart at the Seams,Come Apart,Fall Apart,Come Apart at the Seams,0,0,0,2,Next hit taken -25%.,Next 2 hits taken -30%.,Next 2 hits taken -35%.,-,-,The specter disassembles; strikes pass through the gaps.,self,14,28,51
M-VOIDHOUND-1,VOIDHOUND,1,The Hunt Always Concludes,Track Down,The Hunt Concludes,The Hunt Always Concludes,95,130,160,3,Damage; +25% more vs targets with Death-Marked; consumes the mark.,Damage; +40% more vs targets with Death-Marked; consumes the mark.,Damage; +50% more vs targets with Death-Marked; consumes the mark.,-,+30% damage vs Vampiric targets.,Every shadow in the room points the same way as the hound leaps.,enemy,21,28,52
M-VOIDHOUND-2,VOIDHOUND,2,Devour the Living Spark,Devour Vitality,Consume Vitality,Devour the Living Spark,70,95,120,2,Damage; user heals 20% of damage dealt.,Damage; user heals 30% of damage dealt.,Damage; user heals 40% of damage dealt.,-,-,The bite takes something less visible than flesh.,enemy+self,14,28,52
