Floor,Zone,Encounter_Type,Is_Boss,Visual_Theme,BG_Path,BG_Prompt,BG_Size,BG_Status,Parallax_Path,Parallax_Prompt,Parallax_Status,Prop_1,Prop_2,Prop_3,Prop_Folder,Map_Preview_Path,Map_Preview_Status,Map_Populated_Path,Map_Populated_Status,Ground_Plate_Path,Ground_Plate_Prompt,Ground_Plate_Size,Ground_Plate_Status
11,Tidal Shallows,Fishing,No,Bright turquoise shallows over a pale sandbar,floors/backgrounds/floor_011.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Bright turquoise shallows over a pale sandbar, Tidal Shallows zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/tidal_shallows_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, turquoise reef shelf, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,driftwood,kelp fronds,stranded shell,floors/props/tidal_shallows/,floors/previews/floor_011_empty.png,pending,floors/previews/floor_011_populated.png,pending,floors/ground_plates/floor_011.png,"Bright turquoise shallows over a pale sandbar, Tidal Shallows zone, Fishing floor. Sunlit water barely waist-deep, calm until something pale slides beneath the surface. Zone palette: pale wet sand, turquoise shallow water, sea-worn stone, kelp greens, barnacle grey. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
12,Tidal Shallows,Outdoors,No,Driftwood-littered dunes at low tide,floors/backgrounds/floor_012.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Driftwood-littered dunes at low tide, Tidal Shallows zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/tidal_shallows_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, turquoise reef shelf, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,driftwood,kelp fronds,stranded shell,floors/props/tidal_shallows/,floors/previews/floor_012_empty.png,pending,floors/previews/floor_012_populated.png,pending,floors/ground_plates/floor_012.png,"Driftwood-littered dunes at low tide, Tidal Shallows zone, Outdoors floor. A stretch of wet sand and grounded driftwood, stranded sea life still twitching in the shallow pools. Zone palette: pale wet sand, turquoise shallow water, sea-worn stone, kelp greens, barnacle grey. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
13,Tidal Shallows,Cave,No,Small tidewashed grotto at the cliff base,floors/backgrounds/floor_013.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Small tidewashed grotto at the cliff base, Tidal Shallows zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/tidal_shallows_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, turquoise reef shelf, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,driftwood,kelp fronds,stranded shell,floors/props/tidal_shallows/,floors/previews/floor_013_empty.png,pending,floors/previews/floor_013_populated.png,pending,floors/ground_plates/floor_013.png,"Small tidewashed grotto at the cliff base, Tidal Shallows zone, Cave floor. A shallow sea cave just above the waterline, damp and narrow, the first sign of deeper caverns to come. Zone palette: pale wet sand, turquoise shallow water, sea-worn stone, kelp greens, barnacle grey. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
14,Tidal Shallows,Fishing,No,Dense kelp forest swaying in the current,floors/backgrounds/floor_014.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Dense kelp forest swaying in the current, Tidal Shallows zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/tidal_shallows_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, turquoise reef shelf, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,driftwood,kelp fronds,stranded shell,floors/props/tidal_shallows/,floors/previews/floor_014_empty.png,pending,floors/previews/floor_014_populated.png,pending,floors/ground_plates/floor_014.png,"Dense kelp forest swaying in the current, Tidal Shallows zone, Fishing floor. Visibility drops to almost nothing between the kelp fronds; things brush past unseen. Zone palette: pale wet sand, turquoise shallow water, sea-worn stone, kelp greens, barnacle grey. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
15,Tidal Shallows,Fishing,No,Half-submerged ruins guarded by a barbed shape,floors/backgrounds/floor_015.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Half-submerged ruins guarded by a barbed shape, Tidal Shallows zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/tidal_shallows_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, turquoise reef shelf, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,driftwood,kelp fronds,stranded shell,floors/props/tidal_shallows/,floors/previews/floor_015_empty.png,pending,floors/previews/floor_015_populated.png,pending,floors/ground_plates/floor_015.png,"Half-submerged ruins guarded by a barbed shape, Tidal Shallows zone, Fishing floor. An old shrine swallowed by the tide, its altar circled endlessly by a scarred ray. Zone palette: pale wet sand, turquoise shallow water, sea-worn stone, kelp greens, barnacle grey. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
16,Tidal Shallows,Outdoors,No,Tidepool flats cut by narrow channels,floors/backgrounds/floor_016.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Tidepool flats cut by narrow channels, Tidal Shallows zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/tidal_shallows_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, turquoise reef shelf, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,driftwood,kelp fronds,stranded shell,floors/props/tidal_shallows/,floors/previews/floor_016_empty.png,pending,floors/previews/floor_016_populated.png,pending,floors/ground_plates/floor_016.png,"Tidepool flats cut by narrow channels, Tidal Shallows zone, Outdoors floor. Dozens of shallow pools connected by trickling channels, each one hiding something. Zone palette: pale wet sand, turquoise shallow water, sea-worn stone, kelp greens, barnacle grey. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
17,Tidal Shallows,Fishing,No,Undertow channel with a fast-pulling current,floors/backgrounds/floor_017.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Undertow channel with a fast-pulling current, Tidal Shallows zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/tidal_shallows_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, turquoise reef shelf, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,driftwood,kelp fronds,stranded shell,floors/props/tidal_shallows/,floors/previews/floor_017_empty.png,pending,floors/previews/floor_017_populated.png,pending,floors/ground_plates/floor_017.png,"Undertow channel with a fast-pulling current, Tidal Shallows zone, Fishing floor. The current here is strong enough to drag careless feet — and stronger things use it to hunt. Zone palette: pale wet sand, turquoise shallow water, sea-worn stone, kelp greens, barnacle grey. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
18,Tidal Shallows,Fishing,No,Barnacle-crusted reef breaking the surface,floors/backgrounds/floor_018.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Barnacle-crusted reef breaking the surface, Tidal Shallows zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/tidal_shallows_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, turquoise reef shelf, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,driftwood,kelp fronds,stranded shell,floors/props/tidal_shallows/,floors/previews/floor_018_empty.png,pending,floors/previews/floor_018_populated.png,pending,floors/ground_plates/floor_018.png,"Barnacle-crusted reef breaking the surface, Tidal Shallows zone, Fishing floor. Jagged reef spires break the waterline, encrusted with barnacles and old wreckage. Zone palette: pale wet sand, turquoise shallow water, sea-worn stone, kelp greens, barnacle grey. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
19,Tidal Shallows,Cave,No,Deep current sinkhole descending into dark water,floors/backgrounds/floor_019.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Deep current sinkhole descending into dark water, Tidal Shallows zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/tidal_shallows_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, turquoise reef shelf, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,driftwood,kelp fronds,stranded shell,floors/props/tidal_shallows/,floors/previews/floor_019_empty.png,pending,floors/previews/floor_019_populated.png,pending,floors/ground_plates/floor_019.png,"Deep current sinkhole descending into dark water, Tidal Shallows zone, Cave floor. The cave floor drops away into black water with no visible bottom. Zone palette: pale wet sand, turquoise shallow water, sea-worn stone, kelp greens, barnacle grey. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
20,Tidal Shallows,Cave,Yes,"Flooded trench entrance, key-locked stone door",floors/backgrounds/floor_020.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, boss arena, Flooded trench entrance, key-locked stone door, enclosed space, ominous atmosphere, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1024x1024,prompt_ready,floors/parallax/tidal_shallows_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, turquoise reef shelf, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,driftwood,kelp fronds,stranded shell,floors/props/tidal_shallows/,floors/previews/floor_020_empty.png,pending,floors/previews/floor_020_populated.png,pending,floors/ground_plates/floor_020.png,"Boss arena: Abyssal Trench Gate, Tidal Shallows zone. The zone's final passage — a drowned stone archway that only opens for a bearer of the trench key. Zone palette: pale wet sand, turquoise shallow water, sea-worn stone, kelp greens, barnacle grey. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG boss arena projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, the arena fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, the entire arena visible. In the EXACT CENTER of the frame stands a large raised platform where the boss will stand — the platform's materials and design match the zone identity, clearly elevated, imposing, unmistakably the focal point. Around the platform the arena floor is richly dressed with environmental elements and details matching the zone theme, painted directly into the scene. Dramatic cinematic lighting focused on the central platform, deep shadows at the arena edges, ominous powerful atmosphere — but the platform itself clearly lit. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, gritty realistic texture, muted natural tones with strong dramatic accents — NOT cartoon, NOT cel-shaded, NOT neon. No creatures, no characters, no UI, no text, no watermark.",2560x1440,generated
21,Desert Plains,Outdoors,No,Sunbaked Flats,floors/backgrounds/floor_021.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Sunbaked Flats, Desert Plains zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/desert_plains_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, rust-red dunes under white sun, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,bleached skull,cracked earth,thorny scrub,floors/props/desert_plains/,floors/previews/floor_021_empty.png,pending,floors/previews/floor_021_populated.png,pending,floors/ground_plates/floor_021.png,"Sunbaked Flats, Desert Plains zone, Outdoors floor. Cracked earth stretching to the horizon, heat shimmering above sand-scoured stone. Zone palette: sunbaked ochre sand, bleached bone white, cracked dry earth, dusty salt. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
