ID,Line_ID,Stage,Name,Type_Primary,Type_Secondary,Type_Tertiary,Background_Key,Rarity,Floor_Found,Encounter_Type,Evolves_From,Evolves_To,Evolve_Level,Grade_Attack,Grade_Defense,Grade_Utility,Grade_Speed,Description,Image_Prompt,Image_Path,Home_Zone,Art_Status,BG_Status,Option_Slots,Sync_Status,Revision_Reason
DFMC-216,INKMANTLE,3,Inkmantle,Mollusk,,,"Green (0,255,0)",Common,75;86;96,Cave,DFMC-215,,,4,7,7,2,An octopus whose ink causes memory loss as well as blindness.,"The colossal final EVOLUTION of a memory-stealing octopus, clearly grown larger from its mid form: a huge boneless octopus-horror with a tattered mantle-cloak, eight long coiling hooked-sucker tentacles, a sharp central beak, cold intelligent eyes and billowing clouds of black memory-stealing ink — bigger and more monstrous than the mid stage. As a Mollusk creature it also shows a soft boneless slick body, coiling tentacles or a spiral shell, a glistening mucous sheen. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-216.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-217,VEINMOLD,1,Hypha,Fungal,Parasite,Construct,"Magenta (255,0,255)",Uncommon,7;17;27,Fishing,,DFMC-218,29,2,6,9,4,A spreading fungal network that partly controls the organisms it infects.,"The Hypha first stage of this fungal-parasite-construct: a single small COMPACT clump of pale mycelial threads on a tiny fragment of rusted mechanism, kept tightly in the center with WIDE empty space to its LEFT and RIGHT, the earliest hint of the adult form in miniature. As a Fungal/Parasite/Construct creature it also shows clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads; parasitic growths and burrowing organisms erupting from or clinging to its body; and a body assembled from inert material — stone, iron or bound components — with visible joints and seams, no organic softness. On a plain flat pure-white seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, seen from a three-quarter angle, NOT looking at the camera. Large and prominent, the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-217.png,Underwater Cave,pending,has_chroma,A,not_imported,
DFMC-218,VEINMOLD,2,Rhizome,Fungal,Parasite,Construct,"White (255,255,255)",Uncommon,41;51;61,Cave,DFMC-217,DFMC-219,62,2,6,9,4,A spreading fungal network that partly controls the organisms it infects.,"The intermediate mid form of a fungal-parasite-construct network: a spreading mass of pale mold-white and bruise-violet fungal threads and mushroom clusters with red infection-veins threading through, a few slabs of bound stone and iron debris fused in as construct-matter, and drifting spores — less overgrown than the final fruiting body. As a Fungal/Parasite/Construct creature it also shows clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads; parasitic growths and burrowing organisms erupting from or clinging to its body; and a body assembled from inert material — stone, iron or bound components — with visible joints and seams, no organic softness. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-218.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-219,VEINMOLD,3,Veinmold,Fungal,Parasite,Construct,"White (255,255,255)",Uncommon,74;84;94,Fishing,DFMC-218,,,2,6,9,4,A spreading fungal network that partly controls the organisms it infects.,"A vast spreading fungal-parasite-construct network shaped into a hulking fruiting body, deeply wrong: pale mold-white and bruise-violet threaded through with pulsing red infection-veins, clusters of puppet-strings of mycelium trailing to unseen hosts, bulbous spore-sacs venting drifting spores, half-absorbed animal husks fused into its mass, AND heavy slabs of bound stone and rusted iron debris incorporated as construct-armor plating across its body — partly puppeting its captive hosts. As a Fungal/Parasite/Construct creature it also shows clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads; parasitic growths and burrowing organisms erupting from or clinging to its body; and a body assembled from inert material — stone, iron or bound components — with visible joints and seams, no organic softness. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-219.png,Underwater Cave,approved,bg_approved,A,not_imported,
DFMC-220,SIBYL,1,Nautilus,Mollusk,Spectral,,"Green (0,255,0)",Uncommon,8;18;28,Cave,,DFMC-221,30,3,8,7,3,A prophetic nautilus that defends itself by showing futures in its shell.,"The infant first stage of a prophetic nautilus: a small young spiral-shelled nautilus, a soft boneless body with little coiling tentacles peeking from a pearlescent spiral shell, faint ghostly future-images shimmering across the shell's surface, and a cold spectral glow. As a Mollusk/Spectral creature it also shows a soft boneless slick body, coiling tentacles or a spiral shell, a glistening mucous sheen, a translucent semi-transparent ghostly body, edges dissolving into vapor, a cold spectral glow. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-220.png,Underwater Cave,approved,bg_approved,A,not_imported,
DFMC-221,SIBYL,2,Oracle,Mollusk,Spectral,,"Green (0,255,0)",Uncommon,42;52;62,Outdoors,DFMC-220,DFMC-222,63,3,8,7,3,A prophetic nautilus that defends itself by showing futures in its shell.,"The intermediate middle form of a prophetic nautilus, moderately developed between infant and final: a larger spiral-shelled nautilus-creature, a boneless body of coiling tentacles emerging from an ornate pearlescent spiral shell etched with shifting prophetic visions, translucent spectral future-images swirling across the shell, several unblinking eyes and a cold ghostly glow. As a Mollusk/Spectral creature it also shows a soft boneless slick body, coiling tentacles or a spiral shell, a glistening mucous sheen, a translucent semi-transparent ghostly body, edges dissolving into vapor, a cold spectral glow. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-221.png,Underwater Cave,approved,bg_approved,A,not_imported,
DFMC-222,SIBYL,3,Sibyl,Mollusk,Spectral,,"White (255,255,255)",Uncommon,75;85;95,Cave,DFMC-221,,,3,8,7,3,A prophetic nautilus that defends itself by showing futures in its shell.,"The colossal final form of a prophetic nautilus: a huge spiral-shelled nautilus-oracle with a great ornate pearlescent spiral shell etched with swirling translucent prophetic future-visions, its many coiling tentacles SPREAD WIDE apart, fanned radially outward to reveal a gaping central octopus mouth — a huge open beaked maw at the center of the spread tentacles, several unblinking eyes and a cold spectral glow — grand and otherworldly, far grander and more powerful than its prior form — a much larger shell-crown, more trailing spectral veils, more eyes and reaching tendrils, a towering oracular presence. As a Mollusk/Spectral creature it also shows a soft boneless slick body, coiling tentacles or a spiral shell, a glistening mucous sheen, a translucent semi-transparent ghostly body, edges dissolving into vapor, a cold spectral glow. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, seen from a three-quarter angle, NOT looking at the camera. Large and prominent, the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-222.png,Underwater Cave,approved,has_chroma,AB,not_imported,
DFMC-223,VERTIGO,1,Tremor,Aquatic,Aberration,,"Green (0,255,0)",Uncommon,8;18;28,Cave,,DFMC-224,31,8,4,3,7,A deep-cave crustacean with too many joints that moves in ways that feel wrong.,"The infant first stage of a deep-cave crustacean aberration: a small young cave-crustacean with too many jointed legs bending at impossible wrong angles, a translucent pale carapace, too many small eyes, moving in a way that feels off — small and unsettling. As a Aquatic/Aberration creature it also shows waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen, impossible non-euclidean anatomy, too many eyes or mouths in wrong places, a maddening asymmetry. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. Large and prominent, the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-223.png,Underwater Cave,approved,has_chroma,AB,not_imported,
DFMC-224,VERTIGO,2,Palsy,Aquatic,Aberration,,"Charcoal (20,20,20)",Uncommon,42;52;62,Outdoors,DFMC-223,DFMC-225,64,8,4,3,7,A deep-cave crustacean with too many joints that moves in ways that feel wrong.,"A large deep-sea JELLYFISH creature, a translucent bell-shaped medusa of pale blue-white bioluminescence, deeply wrong: FAR too many tangled stinging tentacles of mismatched lengths trailing beneath it, extra pulsing bells budding asymmetrically from its dome, faint glowing internal organs drifting in wrong places, a scatter of simple light-sensing eye-spots around the bell rim — NOT a zombie, NOT humanoid, NOT undead flesh, this is a gelatinous drifting jellyfish. As a Aquatic/Aberration creature it also shows waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen; and impossible non-euclidean anatomy, too many eyes or mouths in wrong places, a maddening asymmetry. On a plain flat dark charcoal (#141414) seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-224.png,Underwater Cave,approved,bg_approved,A,not_imported,
DFMC-225,VERTIGO,3,Vertigo,Aquatic,Aberration,,"White (255,255,255)",Uncommon,75;85;95,Cave,DFMC-224,,,8,4,3,7,A deep-cave crustacean with too many joints that moves in ways that feel wrong.,"The colossal final form of a deep-cave crustacean aberration: a huge cave-horror crowned by a much LARGER jellyfish-like head — a vast translucent bell-dome — with many MORE long jellyfish-like tentacles spreading out around it in every direction, and far too many jointed limbs folding at impossible non-euclidean angles, a translucent shifting carapace, clusters of mismatched eyes and a maddening asymmetry — deeply wrong and vertiginous. As a Aquatic/Aberration creature it also shows waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen, impossible non-euclidean anatomy, too many eyes or mouths in wrong places, a maddening asymmetry. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. Large and prominent, the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-225.png,Underwater Cave,approved,has_chroma,AB,not_imported,
DFMC-226,LAMPYRE,1,Kitling,Elemental,Fey,Beast,"White (255,255,255)",Rare,8;19;32,Cave,,DFMC-227,36,3,4,7,8,An invisible creature known only by the bioluminescent trail it leaves.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, as its INFANT stage: a small young glowing aquatic firefly-larva in the same palette as the reference, tiny with a faint single bioluminescent glow-node, soft underdeveloped body, clearly a juvenile of the reference creature. As a Aquatic/Fey creature it also shows waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen; and an eerie ethereal glow, delicate uncanny features, drifting motes of faint fairy-light. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-226.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-227,LAMPYRE,2,Foxfire,Elemental,Fey,Beast,"Green (0,255,0)",Rare,42;53;65,Outdoors,DFMC-226,DFMC-228,69,3,4,7,8,An invisible creature known only by the bioluminescent trail it leaves.,"An invisible predator revealed only by light: a trailing ribbon of teal-gold bioluminescence outlining the suggestion of a long lithe body, glowing smears where its feet last touched, a faint glassy refraction bending the dark where its bulk must be, and two brighter motes hanging where eyes should look out. As a Aquatic/Fey creature it also shows waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen; and an eerie ethereal glow, delicate uncanny features, drifting motes of faint fairy-light. On a solid flat chroma-key green background, just the creature and nothing else. Full body, centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-227.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-228,LAMPYRE,3,Kitsune,Elemental,Fey,Beast,"White (255,255,255)",Rare,75;86;98,Cave,DFMC-227,,,3,4,7,8,An invisible creature known only by the bioluminescent trail it leaves.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, evolved into its FINAL form: a large luminous aquatic fey-lantern creature, VASTLY larger than the reference, blazing with many bioluminescent glow-nodes, trailing veils of glowing filament, an eerie ethereal light, EVERY feature exaggerated, same materials and palette as the reference. As a Aquatic/Fey creature it also shows waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen; and an eerie ethereal glow, delicate uncanny features, drifting motes of faint fairy-light. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-228.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-229,SPOREWHALE,1,Puffball,Fungal,Aquatic,,"Magenta (255,0,255)",Uncommon,8;21;32,Cave,,DFMC-230,32,3,9,7,3,"A whale-shaped mass made entirely of fungus, drifting through the flooded dark.","A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, as its INFANT stage: a small young simpler juvenile of the reference creature, same materials and palette, underdeveloped features, clearly a juvenile. As a Fungal/Aquatic creature it also shows clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads; and waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-229.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-230,SPOREWHALE,2,Leviathan,Fungal,Aquatic,,"White (255,255,255)",Uncommon,42;54;65,Outdoors,DFMC-229,DFMC-231,65,3,9,7,3,"A whale-shaped mass made entirely of fungus, drifting through the flooded dark.","A colossal whale-shaped mass built ENTIRELY of pale bracket fungus in ivory and tan, its shelved fungal layers stacked like blubber, deeply wrong: its baleen is a curtain of lavender gill-fungus plates, its eye a dark knot in the fungal flesh, puffball spore-nodes bulge along its flanks venting spore-clouds, shelf-mushrooms fringe its fins, and mycelial threads trail from its underside — a whale made of living mushroom, drifting through flooded dark. As a Fungal/Aquatic creature it also shows clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads; and waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-230.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-231,SPOREWHALE,3,Sporewhale,Fungal,Aquatic,,"Magenta (255,0,255)",Uncommon,75;87;98,Fishing,DFMC-230,,,3,9,7,3,"A whale-shaped mass made entirely of fungus, drifting through the flooded dark.","A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, evolved into its FINAL form: VASTLY larger and more monstrous than the reference, EVERY feature exaggerated, same materials and palette. As a Fungal/Aquatic creature it also shows clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads; and waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-231.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-232,RIFTANGLER,1,Lure,Aquatic,Void,,"Green (0,255,0)",Rare,9;21;33,Outdoors,,DFMC-233,33,8,3,4,8,An anglerfish whose lure is a hole in space; what it catches does not return.,"The infant first stage of a void-anglerfish: a small young deep-sea anglerfish with a dark rounded body, needle teeth, and a tiny lure-light above its head that is a small hole of pure black void — nascent and wrong. As a Aquatic/Void creature it also shows waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen, a body of light-swallowing pure black void, an unstable outline edged in faint violet, wrongness that eats the surrounding light. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-232.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-233,RIFTANGLER,2,Abyss,Aquatic,Void,,"Charcoal (20,20,20)",Rare,43;54;66,Cave,DFMC-232,DFMC-234,66,8,3,4,8,An anglerfish whose lure is a hole in space; what it catches does not return.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, as its intermediate S2 middle-evolution stage: clearly between infant and final, moderately developed, same materials and palette as the reference. As a Aquatic/Void creature it also shows waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen; and a body of light-swallowing pure black void, an unstable outline edged in faint violet, wrongness that eats the surrounding light. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-233.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-234,RIFTANGLER,3,Riftangler,Aquatic,Void,,"White (255,255,255)",Rare,76;87;99,Fishing,DFMC-233,,,8,3,4,8,An anglerfish whose lure is a hole in space; what it catches does not return.,"The colossal final form of a void-anglerfish: a huge abyssal anglerfish-horror with a cavernous fanged maw, a massive lure that is a tear of pure black void swallowing the light around it, an unstable violet-edged outline and deep-sea bioluminescence — an apex void-predator. As a Aquatic/Void creature it also shows waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen, a body of light-swallowing pure black void, an unstable outline edged in faint violet, wrongness that eats the surrounding light. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. Large and prominent, the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-234.png,Underwater Cave,approved,has_chroma,AB,not_imported,
DFMC-235,MYCELIUM,1,Spore,Fungal,Eldritch,,"Magenta (255,0,255)",Super Rare,9;25,Outdoors,,DFMC-236,35,3,7,9,5,A distributed organism — you fight a fruiting body; the rest is everywhere.,"The infant first stage of a distributed fungal-eldritch organism: a small young fruiting body, a pale mushroom-node with drifting spores, faint alien wrongness and thin mycelial threads reaching outward — nascent and unsettling. As a Fungal/Eldritch creature it also shows clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads, cosmic-horror features that should not exist — extra eyes, writhing appendages, an alien wrongness. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-235.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-236,MYCELIUM,2,Bloom,Fungal,Eldritch,,"Magenta (255,0,255)",Super Rare,43;58,Cave,DFMC-235,DFMC-237,67,3,7,9,5,A distributed organism — you fight a fruiting body; the rest is everywhere.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, as its intermediate S2 middle-evolution stage: clearly between infant and final, moderately developed, same materials and palette as the reference. As a Fungal/Eldritch creature it also shows clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads; and cosmic-horror features that should not exist — extra eyes, writhing appendages, an alien wrongness. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-236.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-237,MYCELIUM,3,Mycelium,Fungal,Eldritch,,"White (255,255,255)",Super Rare,76;92,Fishing,DFMC-236,,,3,7,9,5,A distributed organism — you fight a fruiting body; the rest is everywhere.,"The colossal final fruiting body of a distributed fungal-eldritch organism: a huge alien mushroom-mass with impossible non-euclidean growths, countless spore-vents, writhing mycelial tendrils reaching in wrong directions and a maddening cosmic wrongness — only part of a far larger whole. As a Fungal/Eldritch creature it also shows clustered mushroom caps, spreading spores, mottled fungal growth and mycelial threads, cosmic-horror features that should not exist — extra eyes, writhing appendages, an alien wrongness. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. Large and prominent, the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-237.png,Underwater Cave,approved,has_chroma,AB,not_imported,
DFMC-238,KRAKEN,1,Veliger,Aquatic,Eldritch,,"White (255,255,255)",Super Super Rare,7;18;29,Fishing,,DFMC-239,38,10,9,4,3,So vast it is mistaken for a cave formation; disturbing it is a mistake.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, as its INFANT stage: a small young colossal-sea-monster juvenile in the same palette as the reference, a simpler smaller form with underdeveloped features, clearly a juvenile of the reference creature. As a Aquatic/Eldritch creature it also shows waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen; and cosmic-horror features that should not exist — extra eyes, writhing appendages, an alien wrongness. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-238.png,Underwater Cave,approved,crop_approved,A,not_imported,
DFMC-239,KRAKEN,2,Hafgufa,Aquatic,Eldritch,,"Green (0,255,0)",Super Super Rare,41;52;63,Cave,DFMC-238,DFMC-240,69,10,9,4,3,So vast it is mistaken for a cave formation; disturbing it is a mistake.,"A creature so vast it reads as cave formation — hide of stone-grey mottle layered like rock strata, crusted with white barnacle and dead coral. Arms thick as pillars lie coiled in the frame, their suckers ringed with hooks, and a single colossal amber eye, wider than the arms, watches from the mass. As a Mollusk/Aberration creature it also shows a soft boneless slick body, coiling tentacles or a spiral shell, a glistening mucous sheen; and impossible non-euclidean anatomy, too many eyes or mouths in wrong places, a maddening asymmetry. On a solid flat chroma-key green background, just the creature and nothing else. Full body, centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-239.png,Underwater Cave,approved,crop_approved,A,not_imported,
